7784,4Runner,8881002,811,Philippines,32629.85
7848,CL,5730253,367,Sweden,26472.89
773,Camry Solara,6859554,94,Brazil,47592.47
4593,Blazer,7431457,911,United States,50578.51
5095,Altima,2726146,257,China,25242.79
226,Econoline E350,544458,486,Indonesia,95399.73
8022,A4,777296,560,Malaysia,22368.04
5459,IS,9223606,321,China,1340.66
9665,CX-5,2918896,922,United States,60672.37
9276,riolet,8681578,205,Costa Rica,25257.44
803,Ram 2500,513010,237,Azerbaijan,44535.79
1942,RAV4,7454206,212,Brazil,49543.96
805,Land Cruiser,9365929,246,Portugal,72015.99
4243,Outback,2895568,155,China,92639.51
9202,Equator,5884688,414,Indonesia,43659.89
9893,XJ Series,8265280,98,China,12610.01
546,D250,110411,398,Japan,79478.93
2295,Crown Victoria,8168928,28,China,94008.15
6527,Murciélago,9296548,961,China,80880.39
8126,Rodeo,3059748,221,Maldives,90986.11
9965,Silverado 2500,5292622,448,Philippines,70973.82
2482,M,2163330,226,Philippines,24424.87
7188,M3,8857871,884,Russia,18895.09
4309,Forester,5336574,148,Russia,94759.81
7073,Aviator,7735539,175,China,39431.51
8854,PT Cruiser,6790288,602,Iran,60481.24
1887,Grand Cherokee,6104280,68,China,98326.64
8139,Rondo,7906109,198,Indonesia,92968.19
2110,Cobalt,4017779,511,Russia,48193.99
625,Range Rover,9611133,473,Norway,55418.57
3497,New Beetle,5003254,946,Azerbaijan,83331.51
1651,Taurus,6007649,976,Indonesia,9554.91
3005,Montero,289692,845,Indonesia,76843.54
8131,M3,2505050,394,Panama,10840.07
6592,J,5390877,770,Ukraine,91765.59
4752,S4,7448481,19,Kosovo,93208.84
3366,S-Series,4420053,827,Turkmenistan,96398.58
8378,Silhouette,7605976,518,Kyrgyzstan,4259.58
251,MX-6,6532789,177,Philippines,42961.00
1521,XG350,6905690,18,Russia,11527.07
1956,350Z,7168631,501,Russia,8714.25
3407,Mustang,2111298,914,Brazil,7492.31
3657,Spectra,1514433,168,Indonesia,16080.98
8888,Biturbo,9460215,503,Indonesia,24831.54
5991,Grand Marquis,8918065,850,Czech Republic,79573.19
8750,Montego,9160349,841,Macedonia,30504.34
5190,Voyager,8615229,793,Indonesia,37459.12
7027,S4,988251,42,Kazakhstan,60998.19
2589,Justy,7927346,362,Vietnam,76873.14
4377,Metro,318265,477,United States,86436.41
8267,Coachbuilder,7963125,643,Croatia,46778.80
400,Tacoma,961435,867,Honduras,950.98
4212,S70,2213987,819,Nigeria,77497.58
7273,VUE,5452790,666,Cape Verde,7877.91
40,Mariner,3950188,587,China,95194.18
4307,DeVille,7549904,861,Argentina,6608.39
8951,APV,1488474,732,Thailand,56539.83
4952,500SEL,8918066,507,Thailand,55958.73
4203,Odyssey,3943337,882,China,23621.46
7694,M5,6838780,240,Croatia,34743.81
693,Sierra 2500,2408044,664,Indonesia,79355.70
5302,VUE,6087086,650,Venezuela,93767.55
2003,LeMans,6655246,891,China,49452.63
8189,300M,2080980,811,Norway,50570.67
9904,Galant,6645076,503,China,64789.65
7667,Tracer,7544402,359,Indonesia,62271.75
21,Park Avenue,7571594,764,Poland,7212.19
6332,968,9773253,379,Philippines,6184.80
7265,Rally Wagon 3500,3622516,41,United Kingdom,20870.00
2562,5 Series,2107735,85,Indonesia,68734.65
5764,Cutlass Cruiser,635819,439,Russia,87415.26
2370,Dakota,6253063,351,Philippines,6256.03
7030,Ram 3500 Club,435016,862,Poland,36209.99
7106,Legacy,7497538,80,Indonesia,53225.48
3952,H2,2910809,265,China,89606.11
7227,Sunbird,6729085,681,Japan,92596.32
6290,ZX2,4372930,786,Brazil,93675.32
4363,Cube,2439432,521,China,89215.71
8455,Econoline E350,7250140,837,Czech Republic,2176.75
9566,Town & Country,1868169,469,Philippines,86034.35
9508,STS-V,5527136,978,Ireland,3700.04
2882,LS,456971,309,France,39379.32
9069,3000GT,1224845,100,China,27496.62
5972,Wrangler,5215035,285,Russia,32490.14
2598,Thunderbird,3389623,365,Afghanistan,61344.37
1932,SRX,2354833,755,Peru,28214.71
6611,Vandura 2500,6742672,871,Netherlands,78807.69
5409,Justy,6900332,641,Cape Verde,36707.34
4335,Grand Vitara,2432209,470,China,89549.00
2801,Sentra,1352138,598,Paraguay,12359.91
8059,928,4771615,670,Chile,32835.44
6820,Charger,2996961,60,China,73758.94
570,Grand Caravan,3170832,730,Canada,46409.91
3196,Villager,5068639,99,Ukraine,1332.56
1766,Hombre Space,2099048,946,China,64288.26
7438,Mighty Max Macro,9550392,576,Norway,75743.82
6209,Montero,9960355,689,Philippines,49049.83
6105,Corvette,5994317,157,Japan,86667.46
1785,Capri,9904652,768,Brazil,1561.56
1806,Bonneville,2639134,569,Brazil,44842.37
1169,TrailBlazer,8229575,210,Indonesia,51119.22
8019,Caprice,3079902,721,China,20885.05
4215,Explorer,2830295,916,Portugal,52098.30
9331,Mirage,6165974,603,Indonesia,61206.24
6297,200SX,2582682,612,Indonesia,28156.03
2784,xA,8461060,432,Poland,4403.66
8148,Civic,2522795,961,Ethiopia,5195.76
8783,Explorer,8796225,890,Greece,77726.48
8904,RX,8869529,94,Russia,36856.67
7741,F-250 Super Duty,6982463,4,Yemen,1431.86
295,XT,3942694,260,Portugal,45076.20
6719,Econoline E250,3284701,535,China,83607.79
4492,Accord,427002,903,Sweden,14647.78
9487,200,1326772,629,Czech Republic,68185.83
400,QX56,8258230,197,Netherlands,63106.90
9135,Suburban 1500,7900088,972,Russia,92956.22
16,S-Type,8783031,747,Afghanistan,75903.66
1958,9000,4168456,970,Vietnam,86975.66
985,E250,1198442,857,Indonesia,29786.60
1727,Aspen,4380407,552,Colombia,67718.06
943,Roadmaster,9425772,364,Tunisia,11909.92
4658,Sunfire,4466680,302,Albania,17992.83
2194,Prelude,3790469,419,Sweden,6597.33
7894,L-Series,8989955,223,Ukraine,69670.48
2431,RL,6853534,964,Malawi,38907.66
6908,A8,2058168,739,China,84442.66
6749,Sprinter 3500,6133188,466,Syria,3961.82
5469,S6,6434828,517,Thailand,8583.53
6739,Esteem,8469988,905,Brazil,62660.29
228,Tahoe,7622811,445,Indonesia,48944.41
8587,Esprit,5528729,717,China,21199.33
7549,Park Avenue,6279498,250,Colombia,15062.04
1217,Montana SV6,9068037,386,Japan,31625.08
2761,Eldorado,3805553,331,China,33630.44
4176,A4,4911013,458,Sweden,73185.61
9377,Sequoia,9247473,563,Israel,85722.11
5639,Envoy XUV,4609902,691,Poland,66457.34
893,FJ Cruiser,6630052,309,Chile,59331.30
3206,Mustang,1713960,81,Indonesia,92760.35
4493,TL,8028211,685,Egypt,44087.81
4282,2CV,9046447,717,Russia,67448.15
868,S10 Blazer,2410798,646,Yemen,92273.76
9166,XK Series,3402145,568,Ukraine,10322.31
7554,Achieva,9571379,150,China,42013.55
8644,Caravan,1922248,109,China,55043.75
7767,Armada,1861225,893,China,20131.08
869,Neon,8129686,611,El Salvador,60292.08
34,Grand Vitara,2182148,175,Canada,44273.22
3819,Suburban 2500,6146044,90,France,36742.45
1147,Montana,4421641,680,Poland,89024.57
1048,Continental,1993656,195,Indonesia,87152.02
9181,Tempo,2649996,680,Canada,52567.89
4649,Esteem,2602132,385,China,36692.30
8904,Camry,3643228,493,Japan,55346.69
5337,300,8456671,664,China,4751.17
4980,XT,8045383,253,Colombia,96535.07
9265,B-Series,7347329,587,Bosnia and Herzegovina,865.92
4380,Solara,1133710,406,Indonesia,74164.41
9842,Navigator,2165415,749,Brazil,45029.86
8797,Altima,3038254,516,Poland,24564.03
4456,B-Series,3164058,599,Russia,23800.34
6268,Passat,6470570,989,China,98768.04
1574,Mustang,4145465,471,Nigeria,72519.75
4618,XK Series,7645712,528,Sweden,21824.08
4233,Envoy,6390776,406,Brazil,11937.26
2752,Special,5276925,783,Nigeria,47637.90
1078,SL-Class,9898524,440,France,9069.62
6524,Commander,5759507,950,Russia,47952.18
7139,7 Series,6003060,953,Bangladesh,22063.77
2489,Veracruz,7253014,172,Netherlands,16293.06
8176,8 Series,4414539,364,Ukraine,21383.38
421,Bravada,3084163,721,Indonesia,10936.91
87,Crown Victoria,2657785,834,Argentina,2785.28
6307,Esprit,3926515,817,Indonesia,7763.20
7853,Town Car,4222409,239,Indonesia,93950.35
1190,Fusion,5827291,693,Peru,96650.92
6287,D150 Club,5579304,763,Peru,6429.53
9217,Cube,5545329,854,Netherlands,32200.45
3055,Ram 3500,4730331,419,Colombia,48656.53
3924,Land Cruiser,4764241,949,France,44292.59
2674,Yukon XL 1500,8220689,571,Vietnam,1050.24
2428,CX-7,9323227,846,China,80895.53
2369,X5,6778446,168,China,79890.62
414,370Z,958600,558,Canada,8235.71
9090,Marquis,4480818,458,Czech Republic,32117.02
9345,Grand Prix,599436,197,China,30704.96
2785,626,9933266,355,Mali,48366.96
6342,Concorde,3898948,714,Japan,11809.17
1572,Avenger,6226438,594,Russia,25755.82
2479,Crown Victoria,205836,530,Indonesia,43725.15
1035,Escape,1962975,199,Peru,85923.84
2618,B-Series,7100339,153,Syria,89858.98
7663,X5,7824818,595,Finland,22728.32
6755,928,6426946,398,Indonesia,10483.64
4110,Focus,8053246,117,Ukraine,89448.04
5109,XLR,8536913,305,China,52922.07
2243,Trooper,9379103,712,Argentina,84850.96
4515,LHS,5411732,116,China,75971.52
1265,Yukon XL 1500,8797306,456,Poland,44885.42
5269,Grand Prix,6746499,368,Philippines,86727.44
9643,Continental,3254458,712,United States,59843.79
8309,Equinox,8082798,911,China,62332.24
2924,Cabriolet,6944738,226,Canada,62697.71
911,Corsica,7544052,656,Poland,77619.63
3310,Trans Sport,4963336,604,Philippines,92712.71
2153,9000,681825,798,Philippines,86426.65
9545,Sebring,1247500,389,Cameroon,67846.37
2294,NSX,6023871,446,China,92254.60
5100,B-Series,2173739,215,China,35322.49
5838,Sable,6191764,216,Croatia,29710.93
9421,Escalade,7440240,167,Czech Republic,14007.74
8610,Mazda2,5798741,512,Iran,54597.04
5990,Breeze,3763265,325,United States,44663.93
4060,Exige,7235512,513,Colombia,51406.47
4220,Fortwo,5508650,69,Russia,76616.60
2963,MKX,978546,976,Tanzania,41692.38
2961,Accord Crosstour,3081761,958,Uganda,73708.62
813,Golf,6215546,270,Philippines,35395.88
9869,Town Car,4635079,750,China,77272.84
9107,CL-Class,6671815,728,Argentina,30562.64
8529,Elantra,4316394,75,Brazil,49819.44
7100,Land Cruiser,897988,454,Azerbaijan,76098.24
8377,MKS,4855801,344,Philippines,70490.84
8695,Mazda6,7918581,138,China,92889.03
5470,6000,369883,425,South Africa,51910.58
1901,Sunfire,7928575,474,China,46102.84
5131,Avalanche 2500,6420810,734,China,46492.67
3909,Prius,2932101,22,China,26991.93
4395,88,9598799,690,Slovakia,57054.91
7854,Armada,9578680,519,France,4090.79
8810,Integra,7297854,694,Czech Republic,80196.19
7219,Vision,4229651,479,China,18111.82
8903,Crown Victoria,5788430,453,Brazil,40573.31
486,Mustang,8025127,810,China,89122.63
3389,Aerostar,9183372,600,Malaysia,41474.26
32,Durango,6404457,168,United States,93803.84
9815,Continental,1171137,394,France,41538.28
4260,CTS,9212501,520,Mexico,46991.82
7069,Town & Country,8924571,100,Japan,91210.72
4944,F350,6060366,777,Portugal,49079.23
9307,S5,9508979,643,Indonesia,32778.22
1916,2CV,3402062,376,China,38390.16
4725,Accord,7985181,502,Russia,50512.29
9141,Range Rover Classic,3765968,367,Malaysia,62799.66
5512,H1,5720129,913,Poland,82864.71
6493,Sigma,5766532,822,Armenia,94617.71
3034,TL,7689444,812,Macedonia,76765.90
2441,Coupe GT,6685836,796,China,2915.90
1414,Boxster,2284872,673,France,22161.04
482,4Runner,6443680,11,Palestinian Territory,90117.36
206,Monterey,7054051,486,China,61591.22
8809,Neon,6625598,182,Poland,43267.24
7786,Diablo,5343793,550,France,51790.56
3630,Parisienne,4171353,537,France,26201.17
4222,745,1494487,246,China,93215.77
2576,5 Series,6223591,167,Indonesia,63338.28
3852,i-290,6799541,706,Brazil,32002.55
1200,Lanos,2361596,169,Poland,76413.78
4171,R-Class,9986686,670,Panama,41675.72
4298,Journey,5006841,202,China,98869.90
8474,Accent,3616415,489,Serbia,61905.14
1150,Freelander,2222894,997,Poland,26918.57
6056,Tribeca,1545294,763,China,35126.60
9995,3500 Club Coupe,7539540,928,Poland,80716.28
8175,960,3794862,356,Portugal,84812.75
5513,Paseo,9641269,644,Colombia,85887.27
9865,TL,2360373,181,Mauritius,75029.57
6856,Corolla,2949349,84,Indonesia,2867.47
2672,Outback,9969647,948,Russia,24033.78
5391,Pathfinder,5302464,617,Thailand,1275.79
1337,LHS,8415413,10,Sri Lanka,18327.68
2370,LeBaron,1372964,525,Czech Republic,88552.56
2119,Q7,8412807,116,Philippines,79395.60
4802,Town & Country,326430,712,Poland,75964.27
1098,H2,9655045,147,Russia,62522.78
5833,Outback Sport,3884980,549,Philippines,18835.84
4749,4Runner,1967778,267,Pakistan,80374.84
4543,LFA,4883364,229,China,8982.26
9363,TT,719702,315,Venezuela,73879.27
8523,4000s,8301311,238,Philippines,19914.07
4253,Monte Carlo,1289437,96,Philippines,10822.63
3565,X5,9717562,771,China,91129.28
6822,Probe,5415891,201,China,1590.78
6808,I,3708710,136,Libya,24377.23
4646,VS Commodore,7398093,783,Brazil,29582.54
4927,TL,6167737,40,Greece,69689.79
3613,2500,2672741,445,Indonesia,25071.19
8926,7 Series,3653695,613,China,25200.67
9126,Sprinter 2500,1489424,624,Argentina,41004.68
9705,Safari,6067544,334,Indonesia,25419.73
1020,3500,8839081,845,United States,8356.69
9078,Daewoo Lacetti,962369,726,Czech Republic,33850.64
5838,9-7X,4453526,738,China,1900.30
1324,D150,1188483,551,Venezuela,29185.63
1337,2500,8521104,43,Canada,14377.16
2484,F430,6096666,80,Panama,97309.75
1680,CL,5781089,606,China,83589.77
4067,LeSabre,9294803,515,Portugal,43310.78
7587,Montero,9731885,788,China,14259.82
5419,4Runner,5028599,224,Russia,18338.22
6321,Brooklands,2942189,433,Russia,52297.80
3104,3500,5561672,373,China,64444.80
3309,XK Series,5237051,875,Tunisia,4842.89
5281,500SL,2080007,483,Russia,88199.27
3806,Riviera,1841351,469,Japan,28509.67
6490,Familia,5754795,607,China,8498.08
5028,MPV,9532084,239,Russia,45744.90
3694,Swift,8973580,283,Tanzania,95100.84
210,Sienna,4135404,13,China,80168.28
6128,Escalade EXT,813161,313,Sweden,13900.44
2454,Suburban 1500,5725273,757,China,89101.60
2865,XJ Series,6788675,603,Belarus,69419.08
1024,9000,4336897,235,Indonesia,4020.71
4927,Grand Voyager,389066,793,China,82814.88
3008,Protege,7550623,723,Venezuela,67470.87
7297,Supra,9339087,515,Portugal,20825.67
2230,Liberty,9881151,923,Indonesia,32024.95
5278,XJ,8183207,628,China,63623.24
2269,Crown Victoria,8375483,939,Bolivia,58509.49
2437,Ranger,1978765,977,Ivory Coast,27966.61
8739,Corvette,9405992,618,Cuba,16828.60
9303,Prelude,5300346,282,Palestinian Territory,72782.10
9840,Eldorado,8926439,922,Albania,23758.15
3476,S-Type,9059915,726,China,14216.09
1499,Yaris,1167006,135,North Korea,79764.36
7699,Range Rover,1808280,479,France,8908.79
2655,LX,9178622,685,China,42570.97
8109,Fusion,4180508,167,China,24553.89
7880,Safari,9437323,361,Czech Republic,94788.74
8504,LeMans,8960290,694,Croatia,50192.84
1851,S80,5748690,993,Vietnam,54559.36
3121,TT,4272915,506,Netherlands,97296.89
1441,CX,8668985,169,United States,83192.15
4890,Fiero,6485217,643,Greece,90466.11
2890,Camaro,9919018,626,Greece,27788.51
1142,Accord,1669877,946,Peru,61587.81
27,XK,7865873,673,Colombia,10706.44
564,Esprit,7968471,641,Brazil,83193.11
7480,Aero 8,5328368,717,Philippines,14248.88
4911,D350,7833631,461,Colombia,90887.71
4603,A6,6063696,49,Indonesia,60505.99
4427,Avalanche,7709454,219,Brazil,67562.22
8304,CTS,8927709,129,China,1196.34
3572,A4,4338870,334,Ukraine,7068.98
3202,Esprit,9487477,197,France,143.57
7711,Sportage,8096477,900,Pakistan,15837.00
6850,Tacoma Xtra,614687,191,France,46115.73
1026,Colorado,434851,888,South Korea,16671.92
6531,Cabriolet,9280531,690,Russia,86813.78
3289,Sonoma,2068040,925,Guatemala,67381.41
5189,LS,6510519,855,Japan,78194.95
9101,Contour,9647732,376,Armenia,84802.44
8668,IS,184564,816,Russia,88657.41
6446,Xterra,9531183,239,China,62824.75
9019,Caravan,404425,778,Indonesia,46883.09
4438,LSS,9986820,410,Russia,3348.91
4349,57,4368852,636,Cuba,68332.86
9723,Colorado,9206882,588,Armenia,45279.60
7923,SRX,365898,500,Czech Republic,66533.18
8083,Lumina,4225916,508,China,28385.51
3283,Murano,9599516,859,Spain,19882.43
5024,i-290,4594296,654,Uganda,42498.04
7847,Mazda6 Sport,7134271,770,Poland,16716.41
7564,Suburban,7523399,737,Serbia,41867.94
8011,E-Class,4678634,797,Indonesia,12916.98
7510,Skylark,9344189,133,China,31572.62
8317,Grand Cherokee,9265185,89,China,3056.77
1288,Jetta,1281994,156,Poland,49225.00
636,Bonneville,5941284,620,Spain,36142.10
6465,Virage,8479546,895,Egypt,6499.70
642,Murciélago,2773931,660,Russia,10313.08
7806,Achieva,4374296,473,Peru,176.98
6470,57,4567082,45,Thailand,40942.34
4380,Grand Prix,7554866,835,Indonesia,58176.31
2299,F350,9705303,610,Peru,7913.58
6538,Express 1500,2227229,323,Sweden,15110.63
4344,Freestar,419313,468,Belarus,34131.28
5756,Lucerne,5088418,694,Portugal,6669.60
7222,911,3721762,675,Indonesia,6371.52
6597,6 Series,1960450,427,China,29353.27
5896,Firebird,402409,919,Iran,19396.84
5025,S-Type,583002,84,Ireland,69433.31
2622,Falcon,6002094,945,Philippines,85700.54
1975,Accent,9278991,347,France,72714.63
6853,Q5,4321802,471,Indonesia,49720.63
6681,Caravan,6485755,891,Poland,92888.97
1443,Crown Victoria,9033609,134,Indonesia,21718.39
9981,Cobalt,6439362,531,Sweden,52676.49
7053,Intrepid,2570258,883,Russia,30842.87
748,Sportvan G30,3092287,405,Ukraine,91359.28
4620,Aerostar,5839030,104,China,11353.10
6484,Quest,8894121,140,Thailand,12035.49
9,Forester,7001924,28,Tanzania,42446.66
4757,Vibe,4190528,986,Philippines,6107.47
6539,Malibu,4379094,383,Czech Republic,14230.66
951,80,439437,876,Indonesia,80244.03
9882,Avalon,2084077,674,Kenya,6248.91
28,M,6071167,522,China,72535.00
9525,TSX,9468138,312,Vietnam,70545.78
6785,Land Cruiser,6613969,349,Peru,79757.96
3814,Altima,5959321,35,Czech Republic,86702.55
2726,Gallardo,2079710,430,Philippines,2684.91
7631,Miata MX-5,5600778,261,Iran,52470.80
4075,Lumina,8332667,326,Brazil,6137.28
7793,Corolla,2027092,748,Sweden,77639.87
2247,D150,3923809,657,China,34335.43
344,Monte Carlo,3881624,430,China,27455.88
9235,Caprice Classic,494057,503,Norway,44645.16
2923,Crown Victoria,5554956,438,Indonesia,62461.93
3338,Suburban 2500,8346706,44,Serbia,55097.37
809,Tacoma,8240744,699,Russia,22572.49
3270,Leganza,7850080,807,Bosnia and Herzegovina,35899.69
1450,SVX,2559278,919,Russia,43400.39
9982,DTS,8862100,326,Bulgaria,93029.03
3574,Civic,2943229,22,Brazil,20637.51
8253,Yukon,6831074,831,Albania,25412.54
8011,Express 1500,8459996,325,Bolivia,36571.16
5176,Imperial,7939384,97,China,40086.07
57,TT,4628227,20,Indonesia,36556.98
4863,Altima,8077948,806,Portugal,22742.18
9832,Seville,3051494,453,Indonesia,18314.01
1745,Mazda3,1157964,47,Sweden,58262.89
7827,Stratus,5252215,933,Indonesia,32796.06
2167,Tracker,3163912,4,South Africa,4819.60
6508,Aspen,8083295,539,Guatemala,76317.57
1490,Ram Van 2500,3962754,35,Thailand,53389.78
6617,Savana 2500,3069060,364,Philippines,5462.50
6156,G,2693991,864,Honduras,38794.28
3952,XG350,1739857,246,China,10698.32
3199,Pathfinder,482927,943,Cyprus,63088.32
8174,T100 Xtra,5529508,677,Philippines,39998.62
3207,Cabriolet,8272775,929,China,39022.41
3506,3500,3367011,681,Armenia,11410.61
509,Escort,9950295,260,Greece,73831.66
6252,Mirage,661192,258,Indonesia,86354.55
7851,Fox,3588011,585,South Africa,87918.93
1788,Escalade EXT,6111674,349,China,42113.01
8186,CLS-Class,6693413,933,Indonesia,32545.65
5888,Cherokee,6611734,508,Portugal,42001.63
10000,370Z,5329451,153,Germany,74393.78
3331,E-Series,2525658,999,Brazil,94050.45
2456,SL-Class,9761689,937,Philippines,83660.03
3079,FJ Cruiser,7206362,752,France,60259.59
81,RX,2106940,65,Mexico,10457.60
2497,612 Scaglietti,3219236,676,Russia,62415.02
7074,Continental Mark VII,3081733,954,Finland,45714.11
347,Durango,7125242,881,Philippines,70686.07
1409,Z4,4503500,284,Macedonia,11779.47
4165,Grand Caravan,4843063,388,Peru,8373.97
283,XJ Series,4411811,879,Poland,27184.79
7475,Roadrunner,6364478,923,China,73953.27
7141,2500,8878697,492,Philippines,84223.58
1823,CL,2611833,107,Poland,22299.12
9804,IS,8378825,439,China,71229.97
4659,Turbo Firefly,8628629,540,China,98927.11
4356,DeVille,2316982,270,China,83398.08
5434,FX,5373033,958,Philippines,25797.48
5277,SX4,4387352,870,Guatemala,49312.30
6501,GS,6826283,810,Jamaica,4077.80
7495,Regal,5481074,318,China,49878.90
3656,Insight,7577484,496,Poland,9096.01
4255,Grand Prix,2764258,713,Ukraine,94098.68
1649,M6,2098207,940,Yemen,32970.90
8742,Sonoma Club Coupe,8594868,681,Indonesia,64132.74
7508,GX,4157310,907,China,29954.77
2987,STS,895241,615,United States,33750.92
3100,Bonneville,4311536,978,Netherlands,38429.74
2704,S10 Blazer,796878,872,Portugal,87129.31
9650,Malibu,9660853,628,China,62553.21
8051,Escort,1687655,374,South Korea,43864.56
3673,Mini,4733509,395,Indonesia,78945.59
6712,H3T,7957189,4,Bangladesh,59635.43
948,DeVille,9566752,568,Somalia,31780.01
9989,350Z,6339580,194,Philippines,74929.76
2576,Skylark,9331354,301,Taiwan,51947.68
8580,Sonata,3063577,293,Cameroon,53425.57
1719,Dakota,4329154,185,France,28184.88
5065,Sentra,2773686,676,Indonesia,53366.37
3263,SLX,6727099,700,China,15339.90
2354,S8,725986,199,Indonesia,81100.68
2073,Ram,9687165,574,Nigeria,45173.00
8870,Rendezvous,623925,132,Poland,41070.24
3429,98,1894803,689,Azerbaijan,22118.98
8762,QX56,5014330,492,Nigeria,32886.25
7399,GTO,325782,571,Belarus,21777.37
8215,100,6149165,308,China,49052.98
4468,CR-Z,3019843,825,Morocco,79194.26
6585,xD,1303039,571,China,34090.33
4715,Cayman,2175385,359,China,26753.39
9319,Mountaineer,4720091,674,China,98282.38
9403,Sentra,1257784,177,China,58752.08
2780,riolet,1190189,470,Philippines,95473.87
1216,Murciélago,7784130,267,United States,37184.92
8679,Capri,3603881,17,China,87109.80
5268,760,8258291,615,Finland,2421.84
3264,Dakota Club,6877670,317,South Africa,60669.16
4583,E-Series,9586340,263,Peru,96566.81
2661,Classic,7642684,647,China,70587.82
3135,Wrangler,9728555,124,Portugal,53188.98
810,Durango,6564461,737,El Salvador,34184.78
7884,Q7,338412,841,China,52466.22
2998,9-7X,6511249,295,Sweden,19871.94
764,3500,753620,878,Indonesia,64275.20
3935,350Z,839321,98,China,41515.85
427,Loyale,4233877,317,Russia,39817.20
2272,Caravan,7106741,722,Sweden,48629.45
7427,Ram 1500,5789348,160,Malaysia,19424.93
3726,RX-7,8524374,930,Ukraine,48000.06
9321,3500,271227,745,Indonesia,16064.04
6211,Explorer Sport Trac,4052734,995,Philippines,59630.71
7352,RX Hybrid,1413480,789,China,56357.19
1047,RX-7,9396906,187,Nigeria,90825.38
6836,4Runner,7145563,550,Russia,10142.04
6385,Maxima,7940330,1,United States,11385.68
9264,Mountaineer,3890749,28,Russia,63643.25
188,Pajero,6942488,52,Ukraine,74408.61
