3423,20165450,20118221,77454.43,1770,2416,2307
3561,19991400,20119518,96262.37,4188,5936,1240
787,20177184,20143256,7176.36,8363,2379,5661
8155,20156411,20163933,40071.70,2084,7690,3395
9057,20082894,20080025,50062.47,1958,2877,1907
6153,20018258,20045498,52737.34,3066,626,2364
4452,20160321,19992511,97346.93,6630,971,3041
5424,20041763,20020742,21820.34,3991,5666,5733
5817,20044181,20164818,43606.47,9258,4183,2259
2917,20009726,20185756,42203.04,8022,9129,4994
909,20045526,20083370,40776.06,6620,7774,7295
1117,20037857,20091918,57837.39,5491,1929,9220
4559,20039450,20071888,12846.23,6417,3928,8762
561,20156022,20193982,67062.44,1493,444,7346
7037,20028612,20079807,64336.18,4477,4856,4668
2564,20005840,20125700,56833.74,6782,407,8212
2054,20120722,20014079,92044.93,5472,5527,4048
2878,20180092,20055439,19063.45,7891,3259,3419
3498,20093226,20102502,30124.12,1482,8987,3247
4869,20066724,20188651,36935.22,1271,2800,9700
4362,20031769,20018606,82615.40,5718,5379,8776
3506,20113180,20004838,31426.59,4706,3901,9309
1937,20097791,20047206,44011.73,9701,6536,6120
2040,19997356,20085154,13937.73,3275,6454,5964
3298,20117593,20090358,35458.62,8143,2008,4575
5042,20135910,20138686,39862.26,1625,7706,9123
3898,20010835,20014720,48624.94,8817,6245,1373
261,20022636,20110999,85671.06,5118,8800,1974
3921,20069510,20071523,707.42,394,5386,5340
4591,20136689,20172287,64655.42,2305,3701,147
5188,20042415,20081468,21131.38,4547,7582,8999
3913,19998294,20165496,27359.72,9118,5476,4662
5241,20091127,20148157,20508.63,3273,2874,5310
2499,20118650,20010287,89103.53,5570,910,3883
5174,20142795,20174937,16478.80,2610,1007,4239
5407,20035568,20135063,76855.92,1761,2481,3562
8432,20197022,20076535,27881.75,4445,6713,4476
8462,20137121,20109309,38800.58,1919,2859,2211
7373,20115654,20128235,53308.49,4956,1092,7653
4324,20132295,20092323,98148.89,1268,4642,939
4171,20009494,20044139,18432.13,6130,5509,7672
1750,20133102,20027161,62574.51,9099,4758,2231
5863,20176756,20043171,68613.96,4065,3519,9343
9865,20105699,20060863,12126.96,1682,1955,5651
4386,20081987,20063802,31457.69,9973,5061,1173
9680,20181300,20037906,94137.66,3077,6566,2080
656,20165002,20096886,47090.38,840,580,9793
9631,20191647,20104126,69759.68,4469,8744,6735
1974,20185419,19991582,10052.60,1757,4813,2122
113,20175136,20091995,44917.47,2451,4568,5655
9947,20197118,20188329,73371.22,4772,695,6555
7893,20002720,20057710,60424.04,763,112,1813
5411,20081282,20168527,45255.35,4272,5936,9478
7508,20111156,20124697,54328.49,3279,4573,9267
2122,20107533,20146802,67447.07,7368,738,2431
9946,20192500,20193681,47690.04,4832,4252,8196
5497,20188682,20030691,71233.41,3376,9758,2845
2883,20130831,20137726,82703.44,4122,7994,7769
2937,20063793,20003973,46635.93,7024,6963,8091
5326,20131085,20113519,30334.11,7581,3656,698
5055,20175443,20050006,53435.32,6468,2151,7319
8499,20045689,20054808,16372.89,7130,7848,106
1234,20003726,20100788,47186.39,519,4575,2246
2478,20168695,20071467,31097.93,2107,3234,4921
6342,20074444,20004147,63933.35,4643,5128,3472
9735,20165610,20033686,66037.74,1840,6984,394
5690,20118948,20118242,47102.27,3938,7507,3559
488,20029177,20172374,54808.56,4238,8983,6407
4304,20012119,20085875,9603.99,3230,5889,9791
8499,20181306,20072110,18150.43,6004,2280,8558
4257,20082425,20092170,60277.53,3639,2027,7418
8976,20159429,20089846,69583.11,9590,2790,2371
1758,20136546,20097046,12699.91,7839,9884,3942
7183,20193719,20074195,28269.48,9476,1930,4347
8201,19992881,19991898,66534.32,5430,525,1283
1553,20110552,20052477,92278.19,2486,1794,6257
7418,20043143,20142182,95156.25,3987,9557,8284
4806,20085269,20016173,74069.54,7754,2494,4778
7161,20083613,19997064,88915.81,7770,481,6678
6820,20050646,20039903,61998.56,3938,5622,8612
7123,20049337,20121074,16315.38,9180,4906,5572
1247,20012359,20050285,89586.65,4948,1623,6052
1418,20161219,20013930,50794.44,6792,7361,9131
3884,20133430,20181627,61508.65,9065,6589,5999
5508,20171668,20043469,42535.53,767,5379,2366
1131,20150417,20149320,87361.57,6417,9809,9812
7407,20054742,20014280,86095.64,8994,5180,2318
4858,20127929,20188166,10341.03,7727,4554,1359
3107,20085742,20069726,48457.60,2974,4445,733
2287,20059137,20039363,39903.41,9027,3928,3836
8660,20138770,20076895,26279.90,7123,5723,1242
9483,20040043,20148955,24076.52,1916,4583,109
2966,20058929,20179572,6724.93,4673,6998,3189
1410,20080591,20128688,75608.48,4905,9956,3309
7622,20070574,20140870,7855.82,6378,3176,6073
6886,19994856,20054808,67258.73,7348,6744,3702
8127,20125770,20145370,62654.82,8791,4382,9973
1636,20157209,20011816,86745.90,7204,7444,1754
9082,20135093,20014442,2775.89,7605,5106,3937
3269,20146251,20141254,51536.99,1772,2927,6090
5140,20103278,20136365,49339.47,8836,1168,64
9913,20011273,20161496,29851.53,9669,129,7637
3259,20176792,20109283,12865.01,6591,8976,590
4286,20198403,20178779,44894.13,9857,6605,4114
9511,20054017,20125084,5691.14,6479,8281,4960
6433,20079540,20197878,24010.52,8022,7030,447
1640,20191819,20006193,81214.98,7192,23,2877
8155,20102109,20032494,36404.98,4943,3552,2560
830,20197333,20006306,62839.84,1882,5693,3815
9311,20002451,20027476,78009.75,5874,7098,2159
3087,20038309,20181634,64826.83,2460,7547,9755
6294,20055975,20189348,22438.15,7978,6372,9543
3841,19992943,20031258,68803.84,6280,4506,2080
6422,20034243,20183397,36374.33,4445,1542,5309
6871,20000936,20137320,37042.21,9304,1872,8894
3719,20059111,20164901,38268.43,7708,7717,2395
1187,20199917,20176473,28182.56,1459,7910,1061
6977,20103538,20042641,54683.54,4164,2527,7471
7826,20185012,20076714,34045.64,6975,8861,4028
676,20183607,20074440,57650.87,1606,1357,4381
6753,20094933,20139952,11438.38,5358,467,8987
9426,20039503,20033994,81723.02,1717,2238,629
1084,20029420,20060982,33859.74,487,1123,4409
9793,20127724,20121448,75178.74,2836,968,137
3471,20077122,20083588,96622.28,6454,7341,4082
6805,20128508,20182275,36122.58,6520,9914,655
8303,20151675,20077276,21637.17,5212,4597,1841
6124,20197160,20032197,71828.95,7555,9927,2651
7377,20003216,20025209,87413.33,218,2079,6353
7965,20108770,19995192,17039.77,9839,4054,1051
7156,20190149,20124006,9587.50,3070,8872,8137
5006,20114576,20149547,88357.37,3946,5375,9649
2262,20141582,20024207,33885.40,1020,4255,5555
1914,20089566,20125154,75705.93,5149,4871,9751
6475,20041863,20040645,13871.83,1439,4221,1036
2146,20040335,20051581,18098.94,4927,8099,6373
1621,20077806,20126541,9209.00,4877,1603,9649
6362,20201068,20135302,44679.01,1487,7421,9904
8117,20030689,20122871,82165.01,4733,7733,533
4003,20038964,20141701,56910.96,3164,9232,1494
7291,20100792,20165360,75939.73,944,7938,3382
509,20152726,20149221,19015.93,5851,5253,1369
8809,20140551,20191335,70799.80,5041,1675,8330
8868,20192856,20022321,36773.21,7827,7282,6785
1667,20117791,20044314,12847.50,8516,3365,9448
9380,20084414,20180014,20556.17,9182,834,6861
3906,20091109,19995644,21293.60,5393,3100,5309
7041,20153433,20035865,99908.85,5008,215,333
9808,20006033,20128716,85249.42,2726,7840,7226
1958,20002920,20118651,19070.34,7370,9372,2323
5381,20143746,20033289,18097.42,9317,1017,7391
1732,20129438,20105761,84297.47,1091,6212,7231
5158,20194822,20052127,72180.67,2090,3071,2192
3236,20153829,20164538,6168.23,8564,3878,4972
2863,20102462,20182433,18517.06,8681,2163,5012
7292,20184880,20127181,25041.44,4037,3764,2572
4382,20033983,20087960,85196.93,2692,86,9101
9305,20189490,20037578,18221.12,9067,3561,7917
8183,19996707,20165617,41076.68,5958,155,9296
2731,20177618,19993995,13943.08,5147,9162,143
1483,20100237,20049889,85660.35,3332,2238,8728
4088,20174271,20128824,9841.52,1466,3520,9876
6896,20132940,20097901,32078.35,8688,5641,6357
799,20172354,20011413,58426.61,7282,1351,9394
7886,20156133,20106006,24503.95,8813,4477,961
1247,20022093,20199791,81918.91,4261,9361,646
7996,20132773,20115925,70655.65,995,9818,939
9705,20147195,20098582,40175.40,8705,3085,5174
8519,20042917,20176675,11742.66,3165,1222,8313
3149,20123265,20054589,97079.99,8461,7239,2115
5927,20128237,20195803,96506.91,7660,9754,3019
1284,20120041,20042665,81765.31,5204,512,4199
3690,20020513,20117982,33554.16,9045,2541,3662
8667,20077079,20034763,32661.22,1983,2024,3955
5918,20168825,20089453,15613.55,2419,7612,3498
9847,20151992,20113903,96185.96,6038,1100,5448
502,20132588,20080737,32091.35,3102,4957,6643
6636,20159693,20067772,42402.86,1578,7395,9921
2180,20078101,20074164,64047.83,6532,5191,405
7411,20069652,20072894,17215.81,352,3479,7636
5686,20162936,20121843,77626.75,4067,9543,2326
3999,20032309,20031950,33980.83,3200,2994,6198
9579,20159296,20127101,44076.85,8572,8600,4728
9187,20158620,20163964,2432.76,7363,6050,3533
5723,20052010,20156790,99073.94,3378,9501,5197
9340,20036625,20002467,13904.17,520,4239,7008
9768,20072183,20084746,86140.91,4931,7248,4484
2804,19995527,20176098,87202.91,1508,7090,2610
2844,20075717,20031776,80644.29,3733,7223,4021
6173,20017192,20005242,52290.17,8504,7744,778
9815,20158206,20012850,92307.51,5896,1996,1792
1851,20017384,20155041,32535.76,6936,7400,4938
9259,20105597,20124644,67961.41,184,9900,6843
3061,19993275,20139946,47534.74,2470,4937,908
6070,20034668,20052974,79447.15,7246,6018,5176
3019,20191008,20196397,62313.96,315,3723,4721
9253,20036428,20131551,96753.29,7532,9152,6115
9074,20079141,20010444,24238.95,8061,6926,8750
6254,20031403,20120347,61303.19,6782,7316,4243
4088,20061227,20025949,74046.39,6014,7785,1902
1471,20052247,20057831,82099.95,5866,8987,6851
2358,20028545,20136960,80098.68,7463,4719,7849
3731,20050623,20065186,71161.17,1177,1642,9491
3069,20082925,20163991,62472.45,8594,8834,7744
353,20033446,20068656,26109.04,3201,4484,9875
8180,20029383,20072609,69134.83,4504,960,6083
9687,20179772,20034513,91402.19,3867,5733,990
4929,20061075,20036300,72520.95,3536,9666,9861
4602,19998307,20112835,60242.55,4770,7866,934
2855,20188031,20087454,96271.51,1036,5205,2885
2962,20173697,20062599,23680.86,9313,4093,1161
2378,20028924,20135306,16302.42,3459,4214,5522
7802,20048571,20160712,34260.15,5637,2384,894
7630,20121478,20189639,52253.16,5681,6546,9128
7186,20028715,20178140,77870.09,1975,5483,1791
1545,20008653,20098739,72078.42,6157,9921,4951
5119,20031644,20121307,21332.27,8876,4753,9772
629,20009796,20059468,52795.10,1377,4899,1872
739,20003442,20078898,13116.06,6190,6118,4155
6245,20186591,20019133,35907.34,7346,3553,2404
5417,20036581,20007414,28971.23,909,4084,4778
4070,20036674,20114186,86206.37,7922,5414,9350
5021,20003545,20104439,24686.93,5461,4230,2665
1161,20176841,20178037,95153.46,4101,8644,6176
3165,20154746,20122407,49076.02,7427,7838,4420
6698,20111024,20127019,17138.37,9621,503,7481
1429,20029232,20060993,44508.99,844,8377,8009
6137,20173378,20046734,76004.00,2673,8369,7108
4935,20034529,20021185,80805.30,7871,3357,512
5870,20049753,20035907,21624.34,7836,4549,420
9812,20016482,20054136,28223.23,2581,1546,8038
6304,20163848,20007374,4265.97,4723,7842,785
697,20056576,19998001,21271.52,4188,6322,4175
553,20147795,20140110,95542.96,122,9903,3716
5469,20095868,20057924,98013.01,3072,7211,6797
9522,20029360,20003382,4245.86,9879,4495,6921
2459,20183206,20187712,84962.19,7194,4576,9123
4497,20171225,20008640,38523.24,5194,641,2165
5849,20088053,20087961,30094.86,9259,4153,4446
229,20070329,20052947,69886.35,7393,6315,4294
434,20187698,20133996,13219.58,3697,1073,2709
2235,20066760,20136007,87533.04,192,4558,6138
5028,20058968,20173985,96858.03,101,689,6252
4736,20121783,20146139,37514.87,3045,347,4774
8592,20060515,20175016,47538.20,7073,7251,1975
5491,20153197,20139562,40512.99,8429,2708,8957
9784,20072311,20062728,20812.51,9889,6580,3410
3511,19995290,20179770,20694.63,5157,2517,1467
9858,20086907,20108995,53225.04,9595,8300,1110
9720,19996582,20061727,13850.38,3418,3412,5516
9290,20023655,20167155,39698.82,5666,8769,7573
444,20103014,20123516,2145.43,5880,3706,4449
9757,20028641,20037777,78790.66,9475,4391,6090
1411,20094315,20104174,53381.65,5606,5576,5021
6622,20069164,20065528,31366.48,8438,7138,5596
3595,20190011,20047601,82174.36,918,4191,7822
8216,20049600,20181117,77083.50,3013,3370,4145
4631,20181570,20096189,52345.03,5104,6112,3764
4498,20198583,20118869,95972.32,4465,9692,4452
7419,20054093,20036050,6734.42,6005,8621,1220
8743,20022691,20198363,53864.34,9177,9434,6299
688,20129288,20190343,9537.05,7807,9026,3137
7852,20122426,20199747,53697.11,6744,7479,2109
116,20139766,20024371,66754.60,425,8554,8591
1900,20168481,20014545,4757.04,1645,6452,3439
614,20175114,20128278,87592.94,4673,8909,3290
3241,20104367,20087985,30528.67,1279,8900,2748
2549,20148946,20057546,59749.22,1621,3790,6287
8554,20127651,20099410,48359.47,1602,9369,5695
3358,20148677,20059017,96571.14,6863,1371,6686
1967,20062914,20129591,42895.61,9923,5335,8984
3017,20190529,20161325,6884.96,8763,8389,2839
2592,20182214,20068524,28809.74,3343,7756,5075
7666,20093073,20109948,87029.00,7790,7607,6745
1311,20031728,20075372,60420.40,9081,1028,5689
5961,20041064,19991402,86985.52,8776,555,3229
375,20170926,20201206,1852.26,9069,6874,173
8328,20102924,20146117,675.51,6974,4028,6011
7877,20001606,20131147,86201.87,3169,3212,8772
9527,20090731,20010828,83610.39,6534,443,3203
2142,20117278,20007878,68588.17,8127,478,4486
957,20058170,20145777,1060.42,9752,6721,4007
5665,20053293,20000097,26710.80,2473,8591,3303
8357,20193902,20084228,25505.60,6866,4658,6454
9240,20112464,20033679,31374.27,4640,2017,573
7930,20057698,20082481,55471.81,9466,7091,1504
6357,20056017,20143673,86164.22,7130,7433,6176
9693,20118733,20091850,16325.35,1982,8275,4092
193,20189720,20009347,73313.63,6942,7057,9685
3007,20036114,20089725,23764.86,4534,8040,2020
7636,20112775,20150543,31516.87,8312,4096,8005
1920,20017264,20140281,24959.44,6856,2951,9265
2327,20114193,20193663,90999.71,2958,9732,1046
3679,20082563,20118295,72831.17,28,9683,8219
9066,20032890,20036411,60100.53,9968,4036,2992
6042,20154524,20111191,65418.68,3321,9818,6717
4767,20023616,20194466,32890.34,806,9848,1063
7130,20125170,20159306,22474.60,6911,6586,4055
9179,20038461,20066815,31765.11,1307,1577,3362
1142,19995001,20165493,57899.79,5566,9183,901
6795,20048131,20050769,71872.18,7431,2630,9540
3450,20136711,20074758,42735.14,3103,3884,3736
5630,20161808,20153123,28622.01,6618,7836,8565
1956,20092374,20096932,23592.80,1071,18,3791
2295,20157306,20060031,24457.32,5241,4482,8512
320,20010716,20135537,57709.78,5898,9770,1928
9088,20190854,19991301,85254.93,1744,3819,3767
4810,20168928,20179979,86460.22,2987,5911,9631
6076,20046710,20190435,10020.60,7507,5730,8460
32,20186753,20198432,16840.96,3332,9021,3149
1933,20144848,20089106,91997.51,722,228,6492
148,20177648,20168277,91914.50,8398,8742,678
6131,20023489,20011351,67150.56,420,2240,9008
2681,20130421,20052480,59404.59,8551,9863,1213
5949,20190479,20088719,89376.57,9486,3485,5035
8966,20160237,20146536,5078.96,7866,8966,5578
3522,20006776,19991372,54822.93,3697,6593,9923
7535,20101012,20038061,88941.60,883,7857,802
9820,20156316,20109573,38050.43,7104,8608,4834
4782,20158434,20158350,56540.36,9886,8438,7664
2577,19996620,20123984,57209.54,8075,7696,1269
1095,20106693,20027206,74276.82,7984,4589,6868
8771,20194087,20131439,58636.40,5994,8760,2769
4062,20116031,20034849,65534.23,7562,7341,1078
4323,20112581,20110135,58700.13,9311,9783,6950
35,20164962,20040821,98913.18,1644,5461,8865
787,20066935,20059636,79528.55,2751,8383,7932
6923,20168678,20173565,20588.88,6418,3619,3735
9030,20039427,20121019,98984.86,3242,4972,1744
6719,20038580,20060831,12013.63,1592,3229,9765
915,20104575,19997576,54454.25,5519,6028,1035
7463,20179459,20177083,22890.03,6932,2066,678
8981,19992835,20083408,56251.23,5296,2255,5238
9658,20036233,20051667,70036.04,7737,5100,1630
8172,20161765,20048146,82850.81,6859,4889,5999
2968,20055580,20081605,59445.17,3794,1571,4902
4758,20122029,20079180,15449.22,3698,9085,5438
3761,20015919,20186440,66982.18,1208,5691,4000
6831,20102821,20032238,40107.00,1367,5848,1303
8216,20172381,20026457,64103.65,522,5921,4855
9635,20069621,20031062,71723.43,7691,7865,1378
8155,20054350,20155772,73131.58,1541,6490,2045
9357,20194079,20082428,43786.35,3348,1354,1841
3778,20127626,20058910,4834.75,4030,2211,1219
833,20030482,20003384,55554.25,90,8177,5645
2693,20157408,20149321,72819.37,2457,9822,9867
3779,20139618,20097715,11548.98,5818,2396,6455
7771,20010264,20010153,97932.75,2653,2782,5732
5074,20160517,20134379,57459.95,3031,2432,1576
815,20172537,20035491,82063.56,2258,4657,9694
2345,20098658,20141994,51835.84,809,5497,38
5132,20181281,20081595,30155.37,2093,7626,3061
9276,20045556,20097558,75920.39,18,2971,7780
2142,20147097,19999869,33538.14,8307,2545,9460
2830,20070305,20172797,14055.21,6111,9180,9406
2193,20201056,20104323,31367.01,8350,326,1798
5099,20028626,20073968,47081.60,922,1159,1819
4656,20094602,20084663,11987.69,4936,3403,1538
9007,20170503,20135263,30208.72,4691,5596,4507
961,20130408,19998289,81479.49,410,9043,8188
3782,20183950,20074135,86426.83,807,8720,2798
6171,20181217,20021660,5791.65,3945,7555,9146
4612,20151283,20189040,14831.05,6595,9351,8569
86,20172513,20186279,27643.70,6215,3795,5314
4694,20002325,20162398,3429.18,7101,6575,285
2211,20072379,20174400,57322.92,6709,7352,277
7,20101908,20006686,99958.76,1670,7521,3546
5197,20165995,19996732,34616.58,2062,1039,487
4706,20145207,20152629,7716.24,4671,2642,956
826,20069190,20155371,64059.99,2575,5616,627
8519,19993828,20110510,25752.15,2709,6973,703
1602,20118627,20094587,26790.10,3057,9875,4139
1754,20154153,19998525,41415.77,5414,9676,5773
7237,20028792,20152142,63344.80,5996,5844,8102
2746,20039280,20054940,57641.48,6797,31,4361
5589,20062132,20095009,61560.33,9860,6451,2423
4753,20066268,20025232,5342.94,1600,2242,9594
9259,20188058,20009817,43865.75,5871,2944,1644
6377,20102513,20149088,63077.93,274,2784,7386
7778,20151031,20059908,86784.89,3162,1855,7023
3873,20133358,20184533,92127.79,8104,294,605
793,20192369,20099188,55826.84,2885,6780,7364
222,19996703,20042561,23744.11,7566,5242,5666
8992,20169478,20021861,76122.79,4384,6213,9098
6396,20005388,20163306,51378.20,174,5904,8741
1781,20030385,20081574,75945.42,170,5332,7723
5554,20116685,20166557,32381.94,2601,1709,9254
6732,20065372,20038248,44677.09,9552,8884,1075
4984,20096902,20129043,98475.75,2677,2941,3436
455,20071987,20137421,90631.03,5192,615,9758
3540,20143983,20058937,67574.37,6736,8256,685
7011,20038125,20023585,39759.35,686,7289,8092
988,20017356,20154703,12140.04,1969,1535,4857
6206,19997307,20018222,80742.35,9470,5149,4535
7909,20168655,20179006,87707.63,7073,2806,9704
957,20129027,20196697,95170.92,9905,3773,5959
943,20011841,20050184,3358.59,8188,7577,9343
1332,20154300,20119583,90011.98,7624,3036,122
9878,19995421,20015189,90.28,9312,7810,1300
4147,20152367,20174079,41811.21,8934,2594,437
1009,20062267,20106158,16176.41,2929,2197,9432
3772,20050474,20064579,52202.97,3544,4226,859
9180,20152682,20045091,34828.59,9527,7920,7286
2868,20149900,20172048,77181.40,8462,8220,8161
5275,20045618,20156657,60197.21,3245,6040,9398
1995,20059885,20080271,28543.13,4666,35,3462
3277,20074976,20097640,91245.07,7783,473,7461
1274,20064111,20194728,22546.39,8845,8233,6619
6350,20143227,20166672,54235.50,8906,8486,8601
1045,20099374,20089162,97340.44,974,1377,1390
6096,20145401,20020182,73971.06,7419,1253,7452
8298,20110641,20114647,96068.34,6826,1428,6915
2682,20007126,20200009,80231.52,7491,846,677
559,20192208,20044976,16692.16,7358,2690,5326
6429,20199530,19996331,29292.52,4017,3997,5655
6768,20121419,20055852,971.57,8905,4703,3907
4064,20042059,20109405,66242.24,5355,8,1221
4339,20012950,20104970,57097.90,7471,4640,4341
217,20107628,20034749,55048.48,8591,294,6597
9569,20136335,20052757,75495.34,8613,8851,5130
4893,20103549,20031918,32671.99,6928,1885,3868
7629,20184189,20027510,35783.18,4107,1093,7775
9494,20188691,20113164,33691.83,4770,4927,7619
7911,20121996,20136114,29304.28,9060,573,3868
6713,20105125,20127690,32403.54,7190,3405,6510
5758,20085109,20034144,93571.21,6280,7133,7382
4482,20092265,20157934,71921.07,6273,2804,4171
7457,20046451,20075894,72095.43,2627,3094,9647
690,20100832,20113404,60255.79,8602,3153,5274
1439,20042360,20068933,79118.14,7684,728,1464
8349,20065286,20079739,49087.54,290,2996,1834
4688,20100518,20115816,2580.10,702,7762,3845
3580,20167661,20094780,85921.24,3325,8575,84
5596,20123670,20047449,53416.22,4909,3335,826
3011,20042504,20021634,19058.92,8190,643,7554
4096,20037148,20137870,58339.12,6771,466,9943
8156,20116513,20138200,55558.21,5112,5496,8293
1761,20082675,20063906,25911.85,9772,675,6565
8118,20142183,20042543,51542.70,5477,5356,4493
2165,20041922,20181144,7838.66,446,7318,518
3857,20190106,20002998,65170.15,415,6858,2255
6870,20122701,20124242,23861.35,2612,2246,322
1135,20190057,19992549,81181.36,5987,5796,1284
4531,20030476,20105476,3940.05,5096,4865,6087
1997,20070771,20120654,11376.12,2712,3458,4543
6216,20095737,20106775,62662.72,7427,5278,6567
8423,20146445,20096782,29623.74,654,7824,4434
4799,20058988,20167544,94251.02,2932,3472,8681
3631,20127688,20101174,77314.13,5320,4926,1866
2392,20040963,20013586,9028.72,9761,9844,6411
7808,20019499,20136027,69257.59,4228,9339,1406
9213,20129230,20016350,60235.47,5138,4083,9676
9988,20117432,20191496,70045.41,2971,8158,6247
5431,20136100,20196852,3265.24,1413,9502,7147
3739,20169443,20139946,86649.27,5834,4960,2254
8627,20037777,20015143,59832.49,805,7704,5418
3952,20092981,20120801,79944.73,7106,5075,5420
2957,20180797,20016211,28852.29,6150,7361,4238
8412,20040345,20115228,53907.45,9433,884,3552
6465,20004633,19995445,84464.03,7795,3173,5776
4306,20028569,20114087,49206.61,4292,2351,8420
1820,20032254,20037318,95109.03,4748,4334,3489
1615,20123129,20017194,82483.98,5449,3698,387
2482,20036921,20112764,61808.74,6228,707,6311
6610,20200207,20180182,9748.62,7013,9490,8979
7616,20183217,20176209,86682.56,2033,2872,3584
5059,20024216,20081114,87656.23,1079,425,4214
2732,20045543,20061127,95501.34,8728,2954,2609
7437,20077447,20147135,92171.13,5352,3753,9844
7167,20128776,20088659,16582.77,422,3426,7134
268,20185969,20096000,85911.48,9647,2637,2597
9970,20127687,19993525,27300.42,8754,133,2597
1311,20031799,20120245,70992.81,99,2441,2590
2465,20135792,20149653,39643.05,1269,318,8926
1014,20010088,20146941,74079.72,5452,2933,8509
3104,20003637,20199871,52798.87,5382,7285,6436
6718,20022120,20155824,86071.92,1659,4005,9745
9300,20196419,20098976,25196.30,1332,1180,4085
7989,20125576,20179600,76180.86,989,8821,2988
1765,20056824,20106089,72945.33,3281,187,6993
8630,20087004,20105328,18955.46,2299,7335,8318
1617,20084815,20108233,51818.86,5049,8223,5031
5685,20141490,20187970,81777.45,5568,7694,3630
132,20110640,20056135,37132.90,7317,4799,773
7744,20061284,20114374,24062.02,2304,9690,2708
4747,20048046,20192410,86241.45,8405,3272,8675
6344,20108384,20133561,5844.11,299,6503,6826
3866,20167752,20017340,6425.60,7994,8373,4702
671,20141223,20175061,1036.51,8853,8321,4946
8329,20031980,20065641,33725.30,1154,2644,8653
3502,20064072,20049407,60214.13,2812,165,4065
9569,20024274,20124269,58913.93,4430,3010,6990
8222,20112559,20059102,5960.87,8328,8907,332
7516,20147456,20075781,17528.87,858,6667,4329
2988,20098690,20190325,55653.15,6812,7435,8537
6771,20185941,20163182,66974.48,7266,7499,5303
7257,20162333,20111410,87268.64,5956,4019,201
8480,20112497,20031711,66970.47,1636,1033,4502
5143,20079005,20040376,79932.65,7513,8857,2132
901,20110983,20117469,60575.73,1981,277,1644
7792,20162467,20029681,93601.95,7359,878,6273
3189,20076672,20131028,22403.15,1203,137,167
6511,20085643,20006449,86380.36,2930,2378,6552
5012,20192819,20057519,85573.38,2743,1930,5611
7928,20073140,20013963,2276.97,2865,5995,7441
2197,20189985,20092124,59587.85,7673,5685,9395
6537,19993588,20179630,28644.37,3214,3850,938
7603,20060101,20008239,45566.05,2442,2065,6278
8082,20103837,19995136,21133.00,5391,5350,8953
4712,20115929,20196570,48763.79,3880,6338,2509
32,20177146,20109230,99298.48,2600,743,9711
3121,20179356,20185488,20367.67,2762,7056,5388
2039,20020011,20083049,51038.40,4731,5296,8673
7674,20200525,20011498,94634.80,6365,7367,9628
5510,20179356,20139254,36266.15,6198,3262,3898
